sol,target,Easting,Northing,Easting,Latitude,Longitude,Easting Offset from Ronan,Northing Offset from Ronan,start_time,gnorm,sh_tavg,lifetime,Fe_FWHM,Na2O,Na2O_err,MgO,MgO_err,Al2O3,Al2O3_err,SiO2,SiO2_err,P2O5,P2O5_err,SO3,SO3_err,Cl,Cl_err,K2O,K2O_err,CaO,CaO_err,TiO2,TiO2_err,Cr2O3,Cr2O3_err,MnO,MnO_err,FeO,FeO_err,Ni,Ni_err,Zn,Zn_err,Br,Br_err,source_edrs,planning_target,
1783,Pond_of_Tea,-279885.0342,8142580.202,-279885.0342,137.370215470386,-4.72174521282824,12.701,-3171.0196,01783M19:05:22,65.4,-41.3,3:30:00,147.8,1.76,0.07,4.22,0.17,4.65,0.1,23.38,0.32,0.78,0.05,32.62,0.35,0.87,0.02,0.34,0.01,23.51,0.24,0.35,0.02,0.12,0.01,0.07,0.01,7.16,0.13,255,15,359,15,244,10,APB_555808774ESC17830650156_______M1.DAT:APB_555815929ESC17830650156_______M1.DAT,,
1783,Burnt_Coat,-279885.0935,8142580.276,-279885.0935,137.372838626259,-4.72230313860489,12.775,-3171.0789,01784M00:05:26,46.2,-67.1,4:51:31,149,2.29,0.14,6.15,0.17,8.76,0.19,47.99,0.54,0.99,0.07,5.39,0.08,0.8,0.02,0.93,0.04,3.48,0.04,1.1,0.03,0.33,0.01,0.22,0.01,21.25,0.26,882,44,1083,35,175,10,APB_555845521ESC17840650156_______M1.DAT:APB_555831282ESC17840650156_______M1.DAT,,
1797,Abagadasset,-279918.1723,8142735.8,-279918.1723,137.372466043807,-4.72316751471313,168.299,-3204.1577,01797M18:41:49,63.8,-40.2,3:28:12,147.8,1.95,0.07,4.27,0.17,4.86,0.19,24.86,0.32,0.9,0.05,29.33,0.3,1.39,0.03,0.47,0.02,20.76,0.21,0.48,0.02,0.14,0.01,0.11,0.01,10.27,0.13,392,20,656,20,154,5,APB_557056543ESC17970652186_______M1.DAT:APB_557049793ESC17970652186_______M1.DAT,,
1805,Gunning_Rocks,-279969.4202,8142713.71,-279969.4202,137.372462619894,-4.72316964833378,146.209,-3255.4056,01805M19:08:14,44,-48.2,7:00:00,148.5,2.45,0.14,8.89,0.25,8.78,0.19,41.93,0.43,2.02,0.12,4.01,0.08,0.9,0.02,0.55,0.02,5.65,0.07,0.93,0.03,0.37,0.01,0.46,0.01,22.77,0.26,870,44,1391,44,96,5,APB_557769596ESC18050652882_______M1.DAT:APB_557784416ESC18060652882_______M1.DAT,,
1806,Robinson_Rock,-279969.5467,8142713.507,-279969.5467,137.372810779558,-4.72381928269192,146.006,-3255.5321,01806M18:13:28,55.3,-39.8,5:30:00,147.7,1.98,0.07,5.3,0.17,7.83,0.19,43.12,0.54,1.51,0.09,13.6,0.15,0.79,0.02,0.79,0.02,7.83,0.08,0.96,0.03,0.26,0.01,0.17,0.01,15.58,0.2,491,24,1755,54,87,5,APB_557854993ESC18060652882_______M1.DAT:APB_557869813ESC18070652882_______M1.DAT,,
1816,Schoppee,-280008.0628,8142734.149,-280008.0628,137.379105348405,-4.72386887377045,166.648,-3294.0482,01816M20:27:39,46.7,-65.1,4:30:00,151.6,2.44,0.14,4.69,0.17,9.57,0.29,50.06,0.54,0.98,0.07,3.78,0.08,1.33,0.03,0.81,0.04,2.46,0.03,1.09,0.03,0.32,0.01,0.09,0.01,22.08,0.26,948,49,1142,35,115,5,APB_558749211ESC18160660084_______M1.DAT:APB_558764031ESC18170660084_______M1.DAT,,
2038,Nashwauk,-280011.003,8143107.347,-280011.003,137.372609240956,-4.72405008815986,539.846,-3296.9884,02038M19:09:28,94.8,-36.3,4:30:00,150.1,2.76,0.14,5.38,0.17,9.09,0.19,46.81,0.54,1.11,0.07,5.48,0.08,1.7,0.03,0.82,0.04,3.15,0.04,1.05,0.03,0.32,0.01,0.1,0.01,21.9,0.26,838,44,1229,40,148,5,APB_578468678ESC20390700240_______M1.DAT:APB_578454113ESC20380700240_______M1.DAT,,
1821,Pennessewassee,-280021.747,8142722.2,-280021.747,137.372603843654,-4.72405142567857,154.699,-3307.7324,01821M19:15:23,63.3,-44.8,1:20:00,145,2.54,0.14,5.99,0.17,8.66,0.19,46.27,0.54,0.96,0.07,6.66,0.12,1.77,0.04,0.81,0.04,4.38,0.06,1.04,0.03,0.3,0.01,0.13,0.01,20.14,0.26,991,49,1013,35,555,20,APB_559180527ESC18210660246_______M1.DAT:APB_559185447ESC18210660246_______M1.DAT,,
1821,Passadumkeag_DRT,-280021.8263,8142721.88,-280021.8263,137.377192780975,-4.72414891105905,154.379,-3307.8117,01821M23:02:00,62.3,-65.8,6:27:23,150.3,2.75,0.14,4.83,0.17,9.01,0.19,47.19,0.54,0.86,0.05,6.59,0.08,2.78,0.03,0.98,0.04,4.4,0.06,1.07,0.03,0.31,0.01,0.12,0.01,18.78,0.2,920,49,940,30,379,15,APB_559202370ESC18220660246_______M1.DAT:APB_559217650ESC18220660246_______M1.DAT,,
2055,Duluth_DRT,-280027.6061,8142993.953,-280027.6061,137.377208956012,-4.72415040881015,426.452,-3313.5915,02055M18:20:24,89.4,-37,6:56:03,152,2.26,0.14,3.43,0.08,9.11,0.19,52,0.54,1.06,0.07,2.22,0.05,0.61,0.02,1.11,0.04,2.47,0.03,1.14,0.05,0.34,0.01,0.19,0.01,23.65,0.26,938,49,1565,49,373,15,APB_579960253ESC20550701752_______M1.DAT:APB_579976564ESC20560701752_______M1.DAT,,
2080,Duluth_DBA_dump_center,-280027.6949,8142994.912,-280027.6949,137.377142737872,-4.72417382635094,427.411,-3313.6803,02080M23:09:19,51.3,-41.9,8:00:00,146.9,2.24,0.07,2.66,0.08,7.81,0.19,42.9,0.54,1.11,0.07,9.86,0.1,0.89,0.02,0.94,0.04,7.52,0.08,1.05,0.03,0.32,0.01,0.21,0.01,22.12,0.26,923,49,1421,44,20,5,APB_582197425ESC20810701752_______M1.DAT:APB_582212618ESC20810701752_______M1.DAT,,
2090,Hunter_Lake,-280029.0833,8142990.986,-280029.0833,137.377330479623,-4.72434095884406,423.485,-3315.0687,02090M19:53:38,77.2,-33,1:40:00,154.4,2.57,0.14,7.2,0.17,8.11,0.19,43.81,0.54,0.94,0.07,5.54,0.1,0.89,0.03,0.72,0.02,4.53,0.06,1.12,0.05,0.4,0.01,0.22,0.01,23.44,0.26,912,49,1448,44,1395,44,APB_583061826ESC20900710228_______M1.DAT:APB_583065390ESC20900710228_______M1.DAT,,
2049,Carleton,-280038.9924,8143002.117,-280038.9924,137.380084334519,-4.72455792866758,434.616,-3324.9778,02049M18:46:14,90.2,-29.9,1:20:00,156.3,2.36,0.14,5.42,0.17,8.58,0.19,46.11,0.54,1.16,0.07,5.34,0.1,0.75,0.02,0.78,0.02,3.89,0.04,1.06,0.03,0.31,0.01,0.15,0.01,23.79,0.26,895,44,1067,35,126,5,APB_579420619ESC20490701538_______M1.DAT:APB_579417499ESC20490701538_______M1.DAT,,
2029,Babbitt,-280051.8563,8143165.39,-280051.8563,137.372437336911,-4.72468954691849,597.889,-3337.8417,02029M20:45:01,93.9,-40.7,3:00:00,147.9,2.98,0.14,4.99,0.17,9.07,0.19,47.19,0.54,0.8,0.05,6.65,0.1,2.45,0.03,0.96,0.04,3.33,0.04,1.07,0.03,0.32,0.01,0.2,0.01,19.72,0.26,992,49,1093,35,38,5,APB_577675853ESC20300692456_______M1.DAT:APB_577661034ESC20300692456_______M1.DAT,,
1824,Troll_Valley,-280059.6598,8142712.008,-280059.6598,137.380293328143,-4.72471349238281,144.507,-3345.6452,01824M19:23:36,69.9,-44.7,2:30:00,145.3,2.49,0.14,6.53,0.17,8.69,0.19,45.41,0.54,0.93,0.07,7.47,0.1,1.1,0.03,0.78,0.02,5.57,0.06,1.02,0.03,0.3,0.01,0.3,0.01,19.08,0.2,776,40,916,30,186,10,APB_559447722ESC18240660384_______M1.DAT:APB_559453609ESC18240660384_______M1.DAT,,
2005,Stranraer_DRT,-280061.0795,8143177.781,-280061.0795,137.38029270408,-4.72471435089104,610.28,-3347.0649,02005M22:16:49,63,-52.7,6:25:12,154.4,2.85,0.14,4.99,0.17,8.78,0.19,47.57,0.54,0.79,0.05,5.55,0.08,2.4,0.03,1.1,0.04,3.4,0.04,1.05,0.03,0.31,0.01,0.25,0.01,20.68,0.26,1035,54,1080,35,82,5,APB_575550866ESC20060690408_______M1.DAT:APB_575536407ESC20060690408_______M1.DAT,,
2109,Voyageurs_DRT,-280061.1304,8143177.744,-280061.1304,137.380307546658,-4.72471629897945,610.243,-3347.1158,02109M22:17:09,87,-36.6,6:50:00,151.6,2.79,0.14,5,0.17,8.28,0.19,43.97,0.54,0.75,0.05,8.24,0.1,2.34,0.03,0.97,0.04,4.86,0.06,1,0.03,0.32,0.01,0.25,0.01,20.88,0.26,1009,54,1094,35,60,5,APB_584768666ESC21100712876_______M1.DAT:APB_584781969ESC21100712876_______M1.DAT,,
2005,Murchison,-280061.2459,8143178.624,-280061.2459,137.380787704071,-4.7249896672277,611.123,-3347.2313,02005M18:24:31,69.8,-30.9,2:00:00,154.3,2.82,0.14,6.01,0.17,8.96,0.19,46.99,0.54,0.8,0.05,5.66,0.1,1.9,0.04,1.03,0.04,3.54,0.04,1.06,0.03,0.3,0.01,0.25,0.01,20.39,0.26,1002,54,1042,35,71,5,APB_575520406ESC20050690408_______M1.DAT:APB_575513686ESC20050690408_______M1.DAT,,
2008,Lanark_DRT,-280077.4536,8143207.092,-280077.4536,137.380798313141,-4.72499385519614,639.591,-3363.439,02008M21:41:04,55.9,-46.8,6:50:12,149.9,2.69,0.14,5.59,0.17,8.92,0.19,47.31,0.54,0.99,0.07,5.83,0.08,2.05,0.03,1.05,0.04,3.3,0.04,1,0.03,0.3,0.01,0.25,0.01,20.47,0.26,1010,54,881,30,35,5,APB_575804966ESC20090690714_______M1.DAT:APB_575821345ESC20090690714_______M1.DAT,,
2008,Dun_Caan,-280077.7019,8143207.721,-280077.7019,137.381464491914,-4.72514056396401,640.22,-3363.6873,02008M18:47:33,33.3,-34.5,2:30:00,149.2,2.8,0.14,5.49,0.17,9.49,0.29,46.25,0.54,1.49,0.09,4.67,0.1,2.25,0.05,1.06,0.04,2.97,0.04,1.04,0.03,0.28,0.03,0.2,0.01,21.76,0.26,864,44,869,30,27,10,APB_575779629ESC20080690714_______M1.DAT:APB_575784850ESC20080690714_______M1.DAT,,
2026,Hawick,-280086.4001,8143247.218,-280086.4001,137.381466144838,-4.72514265373158,679.717,-3372.3855,02026M19:03:31,50,-40.1,6:20:00,147.5,2.49,0.14,10.13,0.25,8.86,0.19,43.9,0.54,0.76,0.05,3.08,0.05,0.48,0.02,0.38,0.01,7.24,0.08,1.05,0.03,0.64,0.01,0.43,0.01,20.45,0.26,447,24,215,10,26,5,APB_577398250ESC20270691858_______M1.DAT:APB_577386053ESC20260691858_______M1.DAT,,
2025,Kemnay,-280086.524,8143247.316,-280086.524,137.373579203456,-4.72521992115892,679.815,-3372.5094,02025M19:26:48,62.2,-37.6,1:40:00,148.3,2.37,0.14,11.49,0.25,8.29,0.19,43.44,0.54,0.7,0.05,2.57,0.08,0.41,0.02,0.33,0.01,6.84,0.07,0.9,0.03,0.51,0.03,0.43,0.01,21.58,0.26,768,40,153,10,31,10,APB_577294394ESC20250691858_______M1.DAT:APB_577290313ESC20250691858_______M1.DAT,,
1836,Ecca_DRT,-280091.1051,8142779.708,-280091.1051,137.38149103989,-4.72524196744786,212.207,-3377.0905,01836M23:23:42,60.8,-68.8,5:30:00,147.8,2.44,0.14,5.48,0.17,9.18,0.19,47.27,0.54,1.21,0.07,6.42,0.08,1.1,0.02,1.02,0.04,4.01,0.04,1.03,0.03,0.29,0.01,0.26,0.01,20,0.26,737,40,1181,40,87,5,APB_560550551ESC18370661112_______M1.DAT:APB_560535551ESC18370661112_______M1.DAT,,
2013,Lingarabay_DRT,-280092.4122,8143248.792,-280092.4122,137.381486064253,-4.72532721782108,681.291,-3378.3976,02013M20:43:25,62.7,-44.9,7:00:00,148.4,2.64,0.14,5.05,0.17,9.8,0.29,51.08,0.54,0.87,0.05,4.94,0.08,0.74,0.02,1.03,0.04,3.87,0.04,1.03,0.03,0.3,0.01,0.27,0.01,18.1,0.2,921,49,952,30,55,5,APB_576240543ESC20140691384_______M1.DAT:APB_576255363ESC20140691384_______M1.DAT,,
2022,Arrochar,-280097.4666,8143248.497,-280097.4666,137.381652705929,-4.72539266515868,680.996,-3383.452,02022M20:48:37,76.4,-45.9,2:00:00,145.6,5.75,0.2,3.89,0.08,14.44,0.38,49.71,0.54,1.28,0.07,2.51,0.05,0.89,0.02,2.35,0.07,6.72,0.07,0.72,0.03,0.04,0.01,0.24,0.01,11.36,0.13,59,10,185,10,60,5,APB_577050652ESC20230691768_______M1.DAT:APB_577037738ESC20230691768_______M1.DAT,,
2019,Rousay,-280101.3469,8143258.377,-280101.3469,137.381658356228,-4.7253977251286,690.876,-3387.3323,02019M20:13:51,80.2,-37.7,1:26:12,148.7,2.49,0.14,10.12,0.25,9.09,0.19,43.62,0.54,0.84,0.05,5.46,0.1,1.5,0.03,0.43,0.02,5.88,0.07,0.84,0.03,0.41,0.01,0.43,0.01,18.74,0.2,485,24,359,15,242,10,APB_576762788ESC20190691648_______M1.DAT:APB_576759667ESC20190691648_______M1.DAT,,
2019,Sanquhar,-280101.6469,8143258.712,-280101.6469,137.381643918447,-4.72539838292469,691.211,-3387.6323,02019M18:24:10,91.6,-28.9,1:20:00,157.3,4.03,0.14,2.44,0.08,10.05,0.29,65.62,0.75,1.07,0.07,3.35,0.08,0.91,0.03,1.75,0.06,2.5,0.04,1.24,0.05,0.1,0.01,0.08,0.01,6.58,0.13,172,15,379,15,114,5,APB_576756026ESC20190691648_______M1.DAT:APB_576752906ESC20190691648_______M1.DAT,,
2015,Staffa,-280101.6859,8143257.856,-280101.6859,137.381652672195,-4.72539851617057,690.355,-3387.6713,02015M18:55:57,89.4,-36.9,1:20:00,149.2,2.91,0.14,4.93,0.17,14.09,0.29,46.61,0.54,0.5,0.05,2.11,0.05,0.34,0.02,0.1,0.07,10.79,0.11,0.86,0.03,0.05,0.01,0.38,0.01,16.26,0.2,27,24,63,10,12,10,APB_576402888ESC20150691552_______M1.DAT:APB_576399767ESC20150691552_______M1.DAT,,
2019,Minginish,-280101.6938,8143258.375,-280101.6938,137.381648202555,-4.72540300605054,690.874,-3387.6792,02019M22:11:21,42.5,-53.7,8:18:49,152,3.07,0.14,7.1,0.17,9.59,0.29,43.98,0.54,1.07,0.07,3.29,0.05,0.97,0.02,2.4,0.07,6.37,0.07,0.91,0.03,0.34,0.01,0.48,0.01,20.14,0.26,362,20,1262,40,34,5,APB_576796217ESC20200691648_______M1.DAT:APB_576778278ESC20200691648_______M1.DAT,,
2015,Tyndrum,-280101.96,8143258.11,-280101.96,137.374011156222,-4.72543910387595,690.609,-3387.9454,02015M21:45:37,70.2,-57.4,4:30:00,168.2,6.31,0.2,2.97,0.08,15.9,0.38,51.79,0.54,0.6,0.05,2.23,0.05,0.55,0.02,1.89,0.06,5.86,0.07,0.6,0.03,0.03,0.01,0.19,0.01,10.98,0.13,51,10,318,10,32,5,APB_576436748ESC20160691552_______M1.DAT:APB_576421927ESC20160691552_______M1.DAT,,
1845,Stormberg,-280104.1002,8142805.318,-280104.1002,137.374014445202,-4.72544518427314,237.817,-3390.0856,01845M22:34:30,68.3,-67,5:42:38,149.4,2.72,0.14,6.83,0.17,8.85,0.19,44.9,0.54,0.96,0.07,6.38,0.08,1.88,0.03,0.87,0.04,4.59,0.06,1.06,0.03,0.33,0.01,0.34,0.01,19.96,0.26,804,44,1331,40,140,5,APB_561349568ESC18460661342_______M1.DAT:APB_561334063ESC18460661342_______M1.DAT,,
1838,Duitschland,-280104.4607,8142805.513,-280104.4607,137.377997063193,-4.72548212711353,238.012,-3390.4461,01838M22:06:51,59.5,-65.8,7:00:00,150.6,2.53,0.14,6.28,0.17,9,0.19,46.38,0.54,0.83,0.05,7.44,0.08,1.15,0.02,0.93,0.04,5.09,0.06,1.09,0.03,0.32,0.01,0.37,0.01,18.27,0.2,868,44,1410,44,82,5,APB_560708363ESC18390661332_______M1.DAT:APB_560723183ESC18390661332_______M1.DAT,,
2154,Stoer_dump_centre,-280106.651,8143041.638,-280106.651,137.377996793328,-4.72548238179868,474.137,-3392.6364,02154M22:23:16,46,-41,7:26:27,148.6,2.45,0.14,4.72,0.17,8.75,0.19,44.08,0.54,0.84,0.05,7.59,0.1,0.89,0.02,0.91,0.04,6.44,0.07,1.03,0.03,0.34,0.01,0.17,0.01,21.53,0.26,913,49,847,30,43,5,APB_588763893ESC21550721316_______M1.DAT:APB_588776628ESC21550721316_______M1.DAT,,
2154,Stoer_dump_offset,-280106.6661,8143041.622,-280106.6661,137.380143165102,-4.72551869888945,474.121,-3392.6515,02154M19:42:56,45.3,-32.1,2:00:00,154.6,2.44,0.14,4.49,0.17,8.69,0.19,44.28,0.54,0.86,0.05,8.31,0.12,0.95,0.03,0.93,0.04,6.63,0.07,1.08,0.03,0.3,0.03,0.18,0.01,20.54,0.26,991,49,1203,40,218,10,APB_588743809ESC21540721316_______M1.DAT:APB_588747468ESC21540721316_______M1.DAT,,
2117,Walsay,-280108.8193,8143168.878,-280108.8193,137.378027760344,-4.72552962167786,601.377,-3394.8047,02117M18:24:58,92.7,-29.8,3:28:14,158.7,2.64,0.14,5.44,0.17,8.89,0.19,47.65,0.54,0.89,0.05,6.62,0.08,1.38,0.02,1.03,0.04,4.36,0.06,1.04,0.03,0.3,0.01,0.25,0.01,19.23,0.2,859,44,891,30,46,5,APB_585456449ESC21170720000_______M1.DAT:APB_585463291ESC21170720000_______M1.DAT,,
2131,Mount_Battock,-280109.4669,8143043.458,-280109.4669,137.378024909895,-4.72553235912158,475.957,-3395.4523,02131M18:17:29,74.9,-28.6,1:20:00,160.2,2.7,0.14,6.2,0.17,9.62,0.29,50.14,0.54,1.38,0.09,2.4,0.08,0.69,0.02,0.88,0.04,2.74,0.04,0.99,0.03,0.31,0.01,0.2,0.01,21.46,0.26,879,44,886,30,498,15,APB_586698349ESC21310721286_______M1.DAT:APB_586695228ESC21310721286_______M1.DAT,,
2131,Scourie_More,-280109.6292,8143043.289,-280109.6292,137.379942469829,-4.72553283644541,475.788,-3395.6146,02131M20:47:47,60.2,-35,8:00:00,152.3,2.71,0.14,5.73,0.17,10.39,0.29,53.98,0.64,0.89,0.05,3.02,0.05,0.66,0.02,1.02,0.04,3.33,0.04,1,0.03,0.3,0.01,0.25,0.01,16.43,0.2,932,49,860,30,350,15,APB_586731014ESC21320721286_______M1.DAT:APB_586716195ESC21320721286_______M1.DAT,,
2001,Appin,-280109.6575,8143156.979,-280109.6575,137.379956958209,-4.72553996762969,589.478,-3395.6429,02001M18:02:21,60.1,-28.8,1:30:00,157.2,2.53,0.14,5.34,0.17,8.75,0.19,46.32,0.54,0.9,0.05,8.82,0.15,1.07,0.03,0.96,0.04,6.05,0.07,0.96,0.05,0.26,0.01,0.32,0.01,17.46,0.2,722,40,886,30,34,10,APB_575153921ESC20010682626_______M1.DAT:APB_575157642ESC20010682626_______M1.DAT,,
2124,Ailsa_Craig_post_Drill,-280110.0803,8143157.838,-280110.0803,137.379955490818,-4.72554010930884,590.337,-3396.0657,02124M18:28:17,50.8,-27.9,2:20:00,160.3,2.56,0.14,4.43,0.17,9.02,0.19,47.9,0.54,0.75,0.05,4.82,0.1,0.43,0.02,1.05,0.04,4.92,0.06,1.15,0.07,0.35,0.01,0.37,0.01,21.92,0.26,942,49,1233,40,37,5,APB_586082468ESC21240720386_______M1.DAT:APB_586077232ESC21240720386_______M1.DAT,,
2124,Ailsa_Craig_Drill_Tailings,-280110.0887,8143157.751,-280110.0887,137.379957025675,-4.72554019195502,590.25,-3396.0741,02124M22:18:53,47.7,-36.9,6:30:00,150.9,2.62,0.14,4.67,0.17,9.26,0.19,48.76,0.54,0.81,0.05,4.07,0.08,0.49,0.02,1.06,0.04,4.67,0.06,1.09,0.03,0.34,0.01,0.36,0.01,21.48,0.26,908,49,1136,35,35,5,APB_586101264ESC21250720386_______M1.DAT:APB_586115135ESC21250720386_______M1.DAT,,
2121,Ailsa_Craig_DRT,-280110.0936,8143157.842,-280110.0936,137.378768523074,-4.72558861249384,590.341,-3396.079,02122M01:47:44,79.7,-38.5,3:00:00,150.3,2.46,0.14,5.33,0.17,8.65,0.19,45.85,0.54,0.92,0.07,8.87,0.1,0.99,0.02,0.93,0.04,6.28,0.07,0.97,0.03,0.28,0.01,0.31,0.01,17.94,0.2,749,40,961,30,35,5,APB_585832122ESC21220720386_______M1.DAT:APB_585849402ESC21220720386_______M1.DAT,,
2127,Slioch,-280112.9644,8143087.377,-280112.9644,137.378766532819,-4.72559538948022,519.876,-3398.9498,02127M22:26:46,85.4,-38.3,5:00:00,150.8,2.42,0.14,6.57,0.17,8.46,0.19,44.76,0.54,0.94,0.07,8.93,0.1,1.9,0.03,0.87,0.04,4.88,0.06,0.97,0.03,0.28,0.01,0.33,0.01,18.41,0.2,1045,54,1127,35,109,5,APB_586383256ESC21280720920_______M1.DAT:APB_586367435ESC21280720920_______M1.DAT,,
2127,Diabaig,-280113.3662,8143087.259,-280113.3662,137.378477625403,-4.72564135930695,519.758,-3399.3516,02127M19:05:36,95.2,-31.9,2:59:14,156,2.88,0.14,5.23,0.17,9.46,0.29,50.03,0.54,0.82,0.05,5.13,0.08,2.15,0.03,1.06,0.04,3.34,0.04,1.02,0.03,0.31,0.01,0.23,0.01,18.04,0.2,958,49,1120,35,93,5,APB_586351800ESC21270720920_______M1.DAT:APB_586345498ESC21270720920_______M1.DAT,,
2101,Duntelchaig,-280116.0917,8143070.13,-280116.0917,137.374050438455,-4.72631692432427,502.629,-3402.0771,02101M21:30:36,60.2,-35.4,4:30:00,151.6,2.68,0.14,6.73,0.17,8.33,0.19,42.25,0.43,0.84,0.05,8.57,0.1,1.83,0.03,0.85,0.04,5.65,0.07,1.04,0.03,0.33,0.01,0.32,0.01,20.21,0.26,1018,54,1283,40,159,5,APB_584070121ESC21020711586_______M1.DAT:APB_584055000ESC21020711586_______M1.DAT,,
1852,Balfour,-280156.1452,8142807.647,-280156.1452,137.374053474437,-4.7263221512732,240.146,-3442.1306,01853M02:15:29,63.9,-68.2,3:00:00,147.4,2.42,0.14,5.46,0.17,9.3,0.19,49.79,0.54,0.89,0.05,4.57,0.08,0.73,0.02,1.06,0.04,3.26,0.04,1.07,0.03,0.3,0.01,0.3,0.01,20.59,0.26,948,49,967,30,96,5,APB_561967655ESC18530661804_______M1.DAT:APB_561953513ESC18530661804_______M1.DAT,,
1863,Sibasa_DRT,-280156.4551,8142807.827,-280156.4551,137.379319941729,-4.72638250322109,240.326,-3442.4405,01863M21:30:38,55.8,-64.8,7:30:00,152.2,2.38,0.14,5.39,0.17,9,0.19,48.36,0.54,0.85,0.05,6.6,0.08,0.82,0.02,1.04,0.04,4.33,0.06,1.06,0.03,0.3,0.01,0.3,0.01,19.32,0.26,883,44,895,30,80,5,APB_562925491ESC18640661804_______M1.DAT:APB_562940311ESC18640661804_______M1.DAT,,
1995,Paisley,-280160.0333,8143120.07,-280160.0333,137.379310665118,-4.72638524741145,552.569,-3446.0187,01995M19:04:55,58.7,-37.4,1:20:00,148.1,2.7,0.14,5.46,0.17,9.32,0.19,48.86,0.54,0.77,0.05,7.02,0.12,1.24,0.03,1.02,0.04,4.65,0.06,0.99,0.03,0.27,0.01,0.29,0.01,17.15,0.2,816,44,980,30,21,5,APB_574627607ESC19950682090_______M1.DAT:APB_574624488ESC19950682090_______M1.DAT,,
1995,Durness,-280160.196,8143119.52,-280160.196,137.373659825644,-4.72639758361811,552.019,-3446.1814,01995M20:49:59,50.6,-48.5,6:13:19,149.9,2.8,0.14,5.52,0.17,9.23,0.19,48.57,0.54,0.81,0.05,7.01,0.1,1.72,0.03,1.01,0.04,4.53,0.06,0.96,0.03,0.27,0.01,0.28,0.01,17.02,0.2,703,40,844,30,35,5,APB_574643909ESC19960682090_______M1.DAT:APB_574661256ESC19960682090_______M1.DAT,,
1865,Campbellrand,-280160.9274,8142784.488,-280160.9274,137.374243004043,-4.72670020523913,216.987,-3446.9128,01865M22:45:29,54.9,-67.4,8:00:00,148.9,2.55,0.14,6.79,0.17,9.13,0.19,46.59,0.54,1,0.07,5.72,0.08,0.94,0.02,0.89,0.04,4.02,0.04,1.1,0.03,0.32,0.01,0.26,0.01,20.42,0.26,834,44,939,30,92,5,APB_563127875ESC18660661994_______M1.DAT:APB_563111254ESC18660661994_______M1.DAT,,
1870,Waboomberg,-280178.8695,8142819.064,-280178.8695,137.374253393848,-4.72670436622106,251.563,-3464.8549,01870M19:50:16,62.3,-54.9,1:26:13,173.2,2.56,0.14,6.34,0.17,7.83,0.19,41.81,0.43,1.34,0.07,5.66,0.12,2.72,0.05,0.85,0.04,4.66,0.06,0.92,0.03,0.3,0.03,0.37,0.03,24.37,0.26,720,40,688,24,516,20,APB_563533945ESC18700662312_______M1.DAT:APB_563530826ESC18700662312_______M1.DAT,,
1870,Platberg_DRT,-280179.1162,8142819.68,-280179.1162,137.378335339049,-4.72676030418853,252.179,-3465.1016,01870M21:40:07,71.2,-63.1,4:00:00,153.9,2.82,0.14,5.68,0.17,8.49,0.19,45,0.54,0.8,0.05,9.21,0.1,1.84,0.03,0.94,0.04,6.09,0.07,1,0.03,0.3,0.01,0.38,0.01,17.18,0.2,738,40,971,30,80,5,APB_563564587ESC18710662312_______M1.DAT:APB_563549301ESC18710662312_______M1.DAT,,
